timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,Hostname
1404321375448,501,验证用户名是否存在,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,现金会员 1-145,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2358,149,149,0,1,1,PC-078
1404321373346,2603,获取验证码值,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,现金会员 1-77,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2358,147,147,0,1,1,PC-078
1404321375593,356,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,现金会员 1-55,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2358,147,147,0,1,1,PC-078
1404321374620,1329,获取验证码,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,现金会员 1-136,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2358,147,147,0,1,1,PC-078
1404321365304,10646,验证验证码是否正确,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,现金会员 1-71,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2358,147,147,0,1,1,PC-078
1404321365679,10272,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,现金会员 1-141,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2358,144,144,0,1,1,PC-078
1404321374652,1299,验证用户名是否存在,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,现金会员 1-98,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2358,144,144,0,1,1,PC-078
1404321317345,58609,检查是否登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,现金会员 1-161,false,"Test failed: text expected to contain /""status"":1/",2358,141,141,0,1,1,PC-078
1404321317337,58617,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,现金会员 1-149,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2358,141,141,0,1,1,PC-078
1404321371737,4215,存款,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,现金会员 1-65,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",2358,141,141,0,1,1,PC-078
